X,Y,OBJECTID,FIRE_ID,ASMNT_TYPE,PRE_ID,POST_ID,NODATA_THRESHOLD,LOW_THRESHOLD,MODERATE_THRESHOLD,HIGH_THRESHOLD,LATITUDE,LONGITUDE,FIRE_TYPE,FIRE_NAME,GREENNESS_THRESHOLD,IG_DATE,ACRES,IRWINID,MAP_ID,MAP_PROG,PERIM_ID,DNBR_OFFST,DNBR_STDDV,COMMENTS
-79.5412815679822,33.189093826832,25428,SC3319307953020180304,Initial,A17SPS20180124_30m,B17SPS20180310_30m,-970,120,9999,9999,33.189,-79.542,Wildfire,KEEPERS BRANCH FIRE,-150,2018/03/04 00:00:00+00,819,39B5C6E5-F66F-4865-9A26-61DE490897DB,10014338,MTBS,,84,16,
-81.509794953814,33.2030334046172,25429,SC3319908150820180309,Initial,B17SMS20180303_30m,B17SMS20180313_30m,-970,10,9999,9999,33.204,-81.51,Incident/Event Support,C- 80 RX BURN,-150,2018/03/09 00:00:00+00,2174,ACB55458-D329-42E3-8269-E6CEF4755376,10014380,MTBS,,-38,13,
-79.8890303483437,33.2281926372655,25430,SC3323007989020180507,Initial,B17SPS20180429_30m,B17SPS20180509_30m,-970,5,9999,9999,33.231,-79.89,Prescribed Fire,UNNAMED,-150,2018/05/07 00:00:00+00,1321,,10014371,MTBS,,-21,8,
-79.6177456587128,33.23131690082,25431,SC3324007962020180228,Initial,A17SPS20180124_30m,A17SPS20180305_30m,-970,90,320,9999,33.232,-79.619,Prescribed Fire,UNNAMED,-150,2018/02/28 00:00:00+00,600,,10014337,MTBS,,64,21,
-79.6639685142481,33.247846942019,25432,SC3325007966020180227,Initial,A17SPS20180124_30m,A17SPS20180305_30m,-970,80,230,9999,33.249,-79.663,Prescribed Fire,UNNAMED,-150,2018/02/27 00:00:00+00,2207,,10014336,MTBS,,75,17,
-81.5376897473126,33.2505719061872,25433,SC3325008153620180201,Initial,B17SMS20180119_30m,A17SMS20180206_30m,-970,70,9999,9999,33.252,-81.537,Prescribed Fire,C-61  RX BURN,-150,2018/02/01 00:00:00+00,697,39F6F50A-8ED5-4F59-A14E-B6F4CD15444E,10014374,MTBS,,39,17,
-79.7688268799974,33.2590416961026,25434,SC3325707977220180316,Initial,A17SPS20170509_30m,B17SPS20180429_30m,-970,75,425,9999,33.259,-79.769,Wildfire,CALESTOWN,-150,2018/03/16 00:00:00+00,604,3F647979-23D3-4F26-B002-D9A753FEDBF2,10014356,MTBS,,26,8,
-81.530621131163,33.2698693306945,25435,SC3326908153020180124,Initial,B17SMS20180119_30m,B17SMS20180201_30m,-970,45,9999,9999,33.272,-81.531,Prescribed Fire,C-57 RX BURN,-150,2018/01/24 00:00:00+00,590,FF0F9605-81F6-4F64-A73C-76F1F5FE5DC9,10014376,MTBS,,5,24,Revised and edited perimeter. 10/01/2020 WR
-79.5857086748329,33.2675114669744,25436,SC3327007958020180207,Initial,A17SPS20180124_30m,A17SPS20180305_30m,-970,85,9999,9999,33.266,-79.586,Prescribed Fire,UNNAMED,-150,2018/02/07 00:00:00+00,753,,10014328,MTBS,,53,14,
-81.5264912542943,33.3184049845597,25437,SC3331808152820180313,Initial,B17SMS20180303_30m,B17SMS20180313_30m,-970,10,9999,9999,33.318,-81.527,Unknown,UNNAMED,-150,2018/03/13 00:00:00+00,2260,,10014381,MTBS,,-46,13,Reviewed and edited masking. 10/02/2020 WR
-79.8628197342909,33.3302706479479,25438,SC3333007986020180329,Initial,A17SPS20170529_30m,B17SPS20180419_30m,-970,110,590,9999,33.328,-79.865,Prescribed Fire,UNNAMED,-150,2018/03/29 00:00:00+00,1596,,10014355,MTBS,,67,20,
-81.5268208283986,33.3391819791363,25439,SC3334008150920180324,Initial,B17SMS20180313_30m,B17SMS20180412_30m,-970,75,9999,9999,33.338,-81.525,Prescribed Fire,C-30-B RX BURN,-150,2018/03/24 00:00:00+00,753,6AF1B9BA-23CF-4D76-BBBF-B30E49D35694,10014384,MTBS,,38,20,
-82.2609862029438,34.0491834176323,25440,SC3404608226520180329,Initial,A17SLT20180318_30m,B17SLT20180412_30m,-970,10,9999,9999,34.049,-82.264,Prescribed Fire,C-207 LC,-150,2018/03/29 00:00:00+00,1201,59B2CD57-4E35-4C36-B5BF-2119C2B93C5A,10014992,MTBS,,-16,37,Some areas have clearcut or some kind of management resulting tree loss from previous years.
-81.6753492189068,34.422830799465,25441,SC3442008167020180403,Initial,B17SMU20180323_30m,B17SMU20180412_30m,-970,-15,9999,9999,34.423,-81.674,Prescribed Fire,UNNAMED,-150,2018/04/03 00:00:00+00,1078,,10014481,MTBS,,-27,25,
-81.4973541206688,34.4682782096822,25442,SC3447008149920180323,Initial,B17SMU20180303_30m,B17SMU20180323_30m,-970,65,9999,9999,34.466,-81.497,Unknown,UNNAMED,-150,2018/03/23 00:00:00+00,1289,,10014483,MTBS,,28,19,
-81.4345459089042,34.5030225254403,25443,SC3450308143420180322,Initial,B17SMU20180303_30m,B17SMU20180323_30m,-970,50,9999,9999,34.503,-81.435,Prescribed Fire,UNNAMED,-150,2018/03/22 00:00:00+00,775,,10014482,MTBS,,19,23,
-81.6902496465676,34.541556865514,25444,SC3453008168020180324,Initial,B17SMU20180323_30m,B17SMU20180412_30m,-970,-10,9999,9999,34.545,-81.693,Prescribed Fire,UNNAMED,-150,2018/03/24 00:00:00+00,541,,10014478,MTBS,,-40,22,
-80.2940455775626,34.5333637894913,25445,SC3453408029820180216,Initial,A17SNU20170509_30m,B17SNU20180429_30m,-970,110,9999,9999,34.535,-80.296,Prescribed Fire,SCCRR-FY18-RX-COMP-12,-150,2018/02/16 00:00:00+00,1037,,10014492,MTBS,,36,26,
-80.2232158032563,34.5495423834884,25446,SC3454808020820180305,Initial,A17SNU20180305_30m,B17SNU20180429_30m,-970,75,460,9999,34.551,-80.224,Prescribed Fire,SCCRR-FY18-RX-COMP-14,-150,2018/03/05 00:00:00+00,1687,,10014496,MTBS,,49,37,
-80.2780446574459,34.5657385300895,25447,SC3455808028720180320,Initial,A17SNU20170509_30m,B17SNU20180429_30m,-970,95,9999,9999,34.565,-80.278,Prescribed Fire,SCCRR-FY18-RX-COMP-11,-150,2018/03/20 00:00:00+00,916,,10014497,MTBS,,49,29,
-81.6548556720799,34.5976840478735,25448,SC3458308165020180328,Initial,B17SMU20180323_30m,B17SMU20180412_30m,-970,-20,9999,9999,34.599,-81.653,Prescribed Fire,UNNAMED,-150,2018/03/28 00:00:00+00,1368,,10014480,MTBS,,-25,29,
-81.6414549996075,34.6257339823909,25449,SC3461708163320180314,Initial,B17SMU20180303_30m,B17SMU20180323_30m,-970,50,9999,9999,34.624,-81.641,Prescribed Fire,C-140 EN,-150,2018/03/14 00:00:00+00,1860,AED2A560-63AF-4946-818B-793A982572D2,10014487,MTBS,,16,19,
-80.226855089595,34.6130604151651,25450,SC3461808021720180310,Initial,A17SNU20180305_30m,B17SNU20180429_30m,-970,75,9999,9999,34.611,-80.229,Prescribed Fire,SCCRR-FY18-RX-COMP-04,-150,2018/03/10 00:00:00+00,1077,,10014499,MTBS,,49,37,
-81.4136894749357,34.6586563937308,25451,SC3465008141020180326,Initial,B17SMU20180323_30m,B17SMU20180412_30m,-970,-30,9999,9999,34.658,-81.414,Prescribed Fire,UNNAMED,-150,2018/03/26 00:00:00+00,970,,10014479,MTBS,,-63,46,
-80.2705864091355,34.6614069931221,25452,SC3465108026520180322,Initial,A17SNU20170509_30m,B17SNU20180429_30m,-970,85,380,9999,34.661,-80.271,Prescribed Fire,SCCRR-FY18-RX-COMP-01,-150,2018/03/22 00:00:00+00,716,,10014501,MTBS,,56,28,
-83.1550757417456,34.785670934322,25453,SC3478208315220180303,Initial,A17SKU20170303_30m,B17SKU20180313_30m,-970,60,9999,9999,34.784,-83.152,Prescribed Fire,UNNAMED,-150,2018/03/03 00:00:00+00,1406,,10014959,MTBS,,31,26,
-83.1119560787436,34.9220350087989,25454,SC3492208311220180323,Initial,A17SLU20180318_30m,B17SLU20180412_30m,-970,55,9999,9999,34.921,-83.11,Prescribed Fire,UNNAMED,-150,2018/03/23 00:00:00+00,777,,10014957,MTBS,,27,23,
-83.0990326907864,34.9545860981649,25455,SC3495308310820180126,Initial,A17SLU20170303_30m,B17SLU20180303_30m,-970,60,9999,9999,34.953,-83.101,Prescribed Fire,UNNAMED,-150,2018/01/26 00:00:00+00,936,,10014989,MTBS,,18,28,
-102.568926970655,43.7111748407857,25456,SD4373610251320181026,Initial,A13TFJ20180901_30m,B13TFJ20181115_30m,-970,10,9999,9999,43.712,-102.551,Prescribed Fire,HECK TABLE RX,-150,2018/10/26 00:00:00+00,2179,9B39E025-49B0-4807-87C9-84DE4E08D7B4,10013104,MTBS,,35,20,
-84.212401693245,35.3049930931579,25457,TN3530008421720180420,Initial,A17SKV20180331_30m,A16SGE20180430_30m,-970,-9999,9999,9999,35.305,-84.214,Prescribed Fire,GRAVEL STAND,-150,2018/04/20 00:00:00+00,1299,,10015451,MTBS,,52,44,took offset from just NW of burn scar. Highest dnbr values were in barren pre-fire areas. Mapped as burned/unburned
-84.0999310573475,35.3364364131552,25458,TN3533608409920180402,Initial (SS),,A16SGE20180420_30m,9999,0,-9999,-9999,35.338,-84.099,Prescribed Fire,BRUSHY RIDGE,9999,2018/04/02 00:00:00+00,1719,,10016020,MTBS,,0,0,
-84.137274574767,35.4129231595373,25459,TN3541208413820180305,Initial,A17SKV20170316_30m,A17SKV20180420_30m,-970,-5,9999,9999,35.411,-84.138,Prescribed Fire,MILLER RIDGE A,-150,2018/03/05 00:00:00+00,1476,,10014458,MTBS,,-20,36,"unburned percentage is high, expected in prescribed burn."
-82.9877119406928,35.8114005618094,25460,TN3581908298920180412,Initial,B17SLV20180303_30m,A17SLV20180417_30m,-970,-9999,9999,9999,35.811,-82.992,Prescribed Fire,UNNAMED,-150,2018/04/12 00:00:00+00,763,,10015018,MTBS,,-50,24,
-82.9391513708423,35.8358371667972,25461,TN3583708293920180403,Initial,B17SLV20180303_30m,B17SLV20180412_30m,-970,30,225,9999,35.838,-82.941,Prescribed Fire,UNNAMED,-150,2018/04/03 00:00:00+00,538,,10015022,MTBS,,13,12,
-81.9886147312429,36.350257925832,25462,TN3635108198520180413,Initial,B17SMA20180412_30m,A17SMA20180417_30m,-970,20,290,9999,36.348,-81.99,Prescribed Fire,UNNAMED,-150,2018/04/13 00:00:00+00,637,,10015013,MTBS,,-47,24,
-97.5947361476604,27.0667703361163,25463,TX2708809759120180311,Initial,802604120160325,802604120180416,-970,85,300,9999,27.068,-97.593,Wildfire,TRUST,-150,2018/03/11 00:00:00+00,6648,87BB04DE-DEC3-41DA-83A9-E789A02D5B92,10013501,MTBS,,32,33,
-97.3612303749766,27.2569477549814,25464,TX2722009737020180414,Initial,802604120150526,802604120180502,-970,85,9999,9999,27.262,-97.358,Wildfire,LIGHTNING14,-150,2018/04/14 00:00:00+00,4241,F6D9F081-0FAC-4301-B802-7D42E5254D26,10013503,MTBS,,-47,20,
-99.8879360612806,27.8575921407182,25465,TX2783809987320181214,Initial,802804120181210,802804120181226,-970,70,9999,9999,27.857,-99.886,Wildfire,MINE,-150,2018/12/14 00:00:00+00,1224,E7951AB2-124A-48E0-97B0-A5ABF8188C48,10013506,MTBS,,32,13,
-96.7540181543805,28.156579622912,25466,TX2814109677120180601,Initial,802604020180603,802604020180705,-970,-9999,999,99999,28.163,-96.748,Prescribed Fire,TXMAR-FY18-RX-MATAGORDA ISLAND WUI,-150,2018/06/01 00:00:00+00,3024,,10013491,MTBS,,41,21,
-96.4539898751013,28.320344194773,25467,TX2832009645020180415,Initial,802604020180331,802604020180416,-970,30,9999,9999,28.32,-96.455,Wildfire,MATAGORDA ISLAND,-150,2018/04/15 00:00:00+00,1013,249F2A80-4A5F-45B1-AC9E-1D810D76AFA9,10015941,MTBS,,-40,15,
-93.909789347246,29.6970648370298,25468,TX2972209389920180101,Initial,802403920171211,802403920180112,-970,75,225,9999,29.706,-93.908,Wildfire,NEW YEARS WF,-150,2018/01/01 00:00:00+00,5613,BEA65968-4E41-4BCD-B533-D8576C133085,10015945,MTBS,,50,23,
-94.1158781466482,29.7372207715386,25469,TX2973609411320180319,Initial,B15RUN20180315_30m,A15RUN20180330_30m,-970,0,220,9999,29.738,-94.117,Prescribed Fire,TXMCR-FY18-RX-UNIT 10 17,-150,2018/03/19 00:00:00+00,1978,,10015946,MTBS,,29,31,
-104.201750731943,30.5841947213814,25470,TX3054610425020180430,Initial,803103920180419,803103920180505,-970,60,330,500,30.584,-104.196,Wildfire,MCDANNALD,-150,2018/04/30 00:00:00+00,18338,729719D5-0AA5-48A5-974A-4F3FFC4B331D,10015895,MTBS,,27,13,
-99.3485525583357,30.5739276064443,25471,TX3058509935320180414,Initial,802803920180414,802803920180516,-970,-5,210,9999,30.575,-99.348,Wildfire,WALSTON,-150,2018/04/14 00:00:00+00,1027,AF6772D5-A54A-4FDF-9CA0-55A1B095A169,10013435,MTBS,,-8,31,
-98.5787109937961,30.6525092774621,25472,TX3065009856720180718,Initial,802703920180712,802703920180728,-970,60,200,450,30.654,-98.578,Wildfire,308,-150,2018/07/18 00:00:00+00,1103,9020343E-464E-4275-8620-34DE53FD7AEA,10015900,MTBS,,15,18,
-104.164614553713,30.7009435652006,25473,TX3066810414020180605,Initial,803103920170518,803103920180622,-970,30,200,9999,30.703,-104.167,Complex,SCENIC LOOP COMPLEX,-150,2018/06/05 00:00:00+00,10248,C0FD65AC-CB1F-4198-A708-3F877DF15F00,10013482,MTBS,,-32,10,
-104.273842431282,30.6799199622086,25474,TX3067510426320180604,Initial,803103920170518,803103920180622,-970,10,200,9999,30.68,-104.275,Wildfire,BEAR MTN,-150,2018/06/04 00:00:00+00,7613,C1EFCBCB-FBF9-40F8-B671-FDFF32A389ED,10013467,MTBS,,-35,13,
-104.150947931264,30.7878944068789,25475,TX3076510415220180516,Initial,B13REQ20180506_30m,A13REQ20180521_30m,-970,-9999,200,9999,30.788,-104.15,Wildfire,CALDWELL,-150,2018/05/16 00:00:00+00,2173,869DA947-D195-4D84-9931-2D23DA40FD91,10013470,MTBS,,-45,6,
-101.277110887949,30.8896779390739,25476,TX3086610127820180604,Initial,802903920160704,802903920180624,-970,95,525,9999,30.887,-101.279,Wildfire,MONDAY,-150,2018/06/04 00:00:00+00,1913,5E892294-95C8-4CC4-B692-93915D91722D,10015552,MTBS,,46,19,
-100.441944258158,30.9714392029778,25477,TX3095610045720180124,Initial,802903820160110,802903820180131,-970,85,9999,9999,30.971,-100.442,Wildfire,ROOSTER MCCONAUGHEY,-150,2018/01/24 00:00:00+00,1107,DB38FB6E-1D3A-46F0-B5D3-538A646C4385,10013440,MTBS,,34,11,
-101.277355537419,30.9539484388162,25478,TX3096410129920180702,Initial,A14RKV20180627_30m,A14RKV20180717_30m,-970,30,9999,9999,30.954,-101.28,Wildfire,WORTHINGTON,-150,2018/07/02 00:00:00+00,1249,FD5A6870-0299-4AA6-8C64-D7027D56CA8F,10013450,MTBS,,18,6,
-101.373273044712,30.9835870364256,25479,TX3097610133020180413,Initial,B14RKV20180413_30m,A14RKV20180418_30m,-970,35,200,9999,30.98,-101.374,Wildfire,CR 205,-150,2018/04/13 00:00:00+00,3975,ACF71CC3-BE96-4B29-A1B5-546E22CD9E90,10013462,MTBS,,4,11,
-94.285568931749,31.0583783331391,25480,TX3106809429120180405,Initial,802503820170406,802503820180425,-970,-5,9999,9999,31.065,-94.282,Prescribed Fire,UNNAMED,-150,2018/04/05 00:00:00+00,2153,,10015985,MTBS,,-25,11,
-94.2502138252381,31.0721834242488,25481,TX3107209425020180419,Initial,B15RUQ20180404_30m,B15RUQ20180424_30m,-970,25,9999,9999,31.073,-94.25,Prescribed Fire,UNNAMED,-150,2018/04/19 00:00:00+00,2056,,10013563,MTBS,,-32,12,
-94.2016609926985,31.0742332824635,25482,TX3107409421820180501,Initial,B15RUQ20180424_30m,A15RUQ20180509_30m,-970,35,9999,9999,31.073,-94.206,Prescribed Fire,UNNAMED,-150,2018/05/01 00:00:00+00,3044,,10013578,MTBS,,-7,14,"This fire was mapped to incliude another fire, just west of it. This fire was indistinguishable from its neighbor."
-94.3606931949588,31.1315349841657,25483,TX3111209435620180312,Initial,802503820170406,802503820180425,-970,10,9999,9999,31.127,-94.36,Prescribed Fire,UNNAMED,-150,2018/03/12 00:00:00+00,4242,,10013553,MTBS,,-25,11,
-94.3107215363148,31.1385388804451,25484,TX3115309431520180501,Initial,B15RUQ20180424_30m,A15RUQ20180509_30m,-970,20,225,9999,31.138,-94.312,Prescribed Fire,UNNAMED,-150,2018/05/01 00:00:00+00,2490,,10013560,MTBS,,4,9,
-93.7962088278748,31.1748110199457,25485,TX3117309380420180418,Initial,B15RVQ20180404_30m,A15RVQ20180419_30m,-970,-9999,9999,9999,31.174,-93.795,Prescribed Fire,UNNAMED,-150,2018/04/18 00:00:00+00,1182,,10013595,MTBS,,-16,10,
-93.8627560121455,31.1720055979035,25486,TX3117509385920180423,Initial,A15RVQ20180419_30m,B15RVQ20180424_30m,-970,-9999,9999,9999,31.174,-93.864,Prescribed Fire,UNNAMED,-150,2018/04/23 00:00:00+00,1144,,10013634,MTBS,,-15,6,
-93.8371327188601,31.1803082435449,25487,TX3118009383820180424,Initial,B15RVQ20180424_30m,A15RVQ20180509_30m,-970,15,9999,9999,31.178,-93.838,Prescribed Fire,UNNAMED,-150,2018/04/24 00:00:00+00,1570,,10013635,MTBS,,-6,6,
-94.340036856666,31.17273888427,25488,TX3118009434120180509,Initial,B15RUQ20180424_30m,B15RUQ20180514_30m,-970,30,295,9999,31.178,-94.336,Prescribed Fire,UNNAMED,-150,2018/05/09 00:00:00+00,2951,,10014507,MTBS,,39,13,
-94.1521151444664,31.1872312402213,25489,TX3118909415220180430,Initial,A15RUQ20180429_30m,A15RUQ20180509_30m,-970,30,9999,9999,31.192,-94.156,Prescribed Fire,UNNAMED,-150,2018/04/30 00:00:00+00,3333,,10013591,MTBS,,-17,12,
-93.7738395869035,31.1924158963613,25490,TX3119309376820180321,Initial,A15RVQ20180320_30m,A15RVQ20180330_30m,-970,-10,9999,9999,31.192,-93.772,Prescribed Fire,UNNAMED,-150,2018/03/21 00:00:00+00,1393,,10011798,MTBS,,-38,17,
-95.1392870845832,31.2512300029489,25491,TX3125509513120180510,Initial,802503820170406,802503920180527,-970,30,9999,9999,31.249,-95.139,Prescribed Fire,UNNAMED,-150,2018/05/10 00:00:00+00,1122,,10015892,MTBS,,-38,18,
-97.9728284273474,31.334689868651,25492,TX3127709795020180718,Initial,802703820160706,802703820180728,-970,90,9999,9999,31.333,-97.972,Wildfire,HARMAN ROAD,-150,2018/07/18 00:00:00+00,3094,CB90FB34-E95C-45E2-98A0-5A22C999962D,10013416,MTBS,,9,29,
-93.7212441439858,31.3083552279125,25493,TX3130809372620180309,Initial,A15RVQ20180208_30m,B15RVQ20180315_30m,-970,50,9999,9999,31.311,-93.72,Prescribed Fire,UNNAMED,-150,2018/03/09 00:00:00+00,1588,,10011844,MTBS,,45,21,
-94.2490716116012,31.3808241797079,25494,TX3137709424920180202,Initial,A15RUQ20180129_30m,A15RUQ20180208_30m,-970,10,9999,9999,31.377,-94.245,Prescribed Fire,UNNAMED,-150,2018/02/02 00:00:00+00,3032,,10014516,MTBS,,-13,19,
-98.3885655015396,31.5399234011764,25495,TX3157209838720180723,Initial,802803820180719,802803820180804,-970,45,250,480,31.538,-98.389,Wildfire,FM 2005,-150,2018/07/23 00:00:00+00,1465,ABC3DE53-0497-47E0-9CEA-A63EDE9D9DBC,10013413,MTBS,,3,7,
-98.797092910878,31.6410122327199,25496,TX3165409878420180723,Initial,802803820180719,802803820180804,-970,50,200,9999,31.643,-98.801,Wildfire,259,-150,2018/07/23 00:00:00+00,1653,52B8A854-E8A3-45F6-9EDC-BD2BB9B2DF3C,10013409,MTBS,,3,7,
-99.0211152407835,32.5503643042081,25497,TX3251909900020180628,Initial,802803720180601,802803720180703,-970,50,340,550,32.551,-99.026,Wildfire,CONNER,-150,2018/06/28 00:00:00+00,2549,9CE9A23A-39D8-4486-9321-CB2D0A7C5F74,10013163,MTBS,,42,8,
-99.7100460039817,32.6753813018065,25498,TX3267009971820180413,Initial,802803720180313,802803720180414,-970,0,220,9999,32.676,-99.716,Wildfire,335,-150,2018/04/13 00:00:00+00,2481,E22FD6C2-78AE-4FA6-981B-D499F2FDDCD2,10015898,MTBS,,13,10,
-99.4773194625547,32.7454915898218,25499,TX3272009947720180226,Initial,802803720180209,802803720180313,-970,50,300,9999,32.749,-99.478,Wildfire,NEWELL,-150,2018/02/26 00:00:00+00,4124,79FDB217-84F5-4401-95A6-CA50D5F07325,10013147,MTBS,,19,5,
-97.5970672755117,32.7367042365644,25500,TX3272509755820180122,Initial,B14SPB20180120_30m,B14SPB20180130_30m,-970,65,400,9999,32.738,-97.596,Wildfire,FARMERS ROAD,-150,2018/01/22 00:00:00+00,2379,F0636D04-A2D4-46F3-8E37-17FD0DCB5780,10015989,MTBS,,47,11,
-98.3500077029123,32.7620168824926,25501,TX3275909835520180702,Initial,802803720160713,802803720180719,-970,95,350,650,32.767,-98.352,Wildfire,SURPRISE,-150,2018/07/02 00:00:00+00,4183,16AFCDCE-06DD-43DA-91FC-55BE7E437EFE,10015964,MTBS,,33,16,
-99.1167507504038,32.877149917778,25502,TX3286909912820180624,Initial,802803720180617,802803720180703,-970,80,360,9999,32.875,-99.119,Wildfire,EVERETT,-150,2018/06/24 00:00:00+00,2277,B7233E8D-EDB2-4232-AC13-4EAEDD69366A,10013158,MTBS,,36,15,
-98.3516894703948,33.0210426171696,25503,TX3300809836120180710,Initial,802803720180703,802803720180719,-970,60,340,9999,33.021,-98.35,Wildfire,337,-150,2018/07/10 00:00:00+00,1314,8BF732A3-FB23-464A-B1BD-D3624B4A1FDD,10013209,MTBS,,29,10,
-98.8095752153828,33.1093912088363,25504,TX3310109880620180703,Initial,802803720180617,802803720180719,-970,80,300,520,33.111,-98.81,Wildfire,209,-150,2018/07/03 00:00:00+00,1087,720E5095-4971-4E17-BF66-5F397FE95757,10013167,MTBS,,32,11,
-102.713674238436,33.4930042660897,25505,TX3349110263920180315,Initial,803103720180302,803103720180318,-970,35,320,9999,33.493,-102.711,Wildfire,BEGS,-150,2018/03/15 00:00:00+00,2486,AD2D7DF3-E194-47F2-BCE4-FFAB400436DC,10012954,MTBS,,8,4,
-98.7481841364213,33.6054261235761,25506,TX3358909875820180715,Initial,802803720180703,802803720180719,-970,90,500,9999,33.604,-98.741,Wildfire,ARCHER #1,-150,2018/07/15 00:00:00+00,2607,52EC7AE2-F71F-494F-B77E-3A5EB886A8DF,10013179,MTBS,,23,13,
-98.8168299071843,33.6020981197869,25507,TX3359209874120180715,Initial,802803720180703,802803720180719,-970,80,340,525,33.6,-98.822,Wildfire,ARCHER #2,-150,2018/07/15 00:00:00+00,2658,CE4AD0E6-7AC0-4835-9A5E-0EB815D20E72,10013182,MTBS,,48,8,
-99.2585691927486,33.7903258978177,25508,TX3378209927320180716,Initial,802803720180703,802803720180719,-970,75,300,9999,33.792,-99.257,Wildfire,WAGGONER RANCH,-150,2018/07/16 00:00:00+00,4265,A3A4CDB5-2845-4434-8E85-EB4AD39B1A9B,10015999,MTBS,,13,10,
-100.878322410754,33.7801241317211,25509,TX3379010084720180413,Initial,802903720180405,802903720180507,-970,-5,9999,9999,33.781,-100.872,Wildfire,RON JAMES,-150,2018/04/13 00:00:00+00,3116,6A20FB08-566A-4ADF-AD21-016BDA36E5D1,10013306,MTBS,,-28,9,
-100.552409036736,34.0451736864804,25510,TX3401610055920180125,Initial,802903620180115,802903620180131,-970,60,390,615,34.045,-100.553,Wildfire,62,-150,2018/01/25 00:00:00+00,5994,467B5A14-19D1-46EA-BF2D-83E52A117DDE,10013057,MTBS,,32,6,
-101.110397878351,34.5881671838324,25511,TX3455510115820180717,Initial,803003620170815,803003620180802,-970,90,400,620,34.586,-101.113,Wildfire,FOLLEY PARK,-150,2018/07/17 00:00:00+00,2505,F96D9D44-0692-4A42-ABF7-AAFE70661022,10013242,MTBS,,29,20,
-100.889895409075,34.5981150087036,25512,TX3458510088820180509,Initial,803003620180428,803003620180514,-970,10,280,510,34.597,-100.891,Wildfire,HARWOOD,-150,2018/05/09 00:00:00+00,2403,7907E01E-A4E3-4112-87D0-41F722A16765,10013038,MTBS,,9,13,
-101.060062725415,34.6574113191324,25513,TX3464410105120180510,Initial,803003620180428,803003620180514,-970,10,340,9999,34.66,-101.062,Wildfire,GLOVER,-150,2018/05/10 00:00:00+00,3635,3A246426-97BC-4DD1-9953-C41C044A325F,10013024,MTBS,,-26,9,
-100.526028874874,34.8086795900846,25514,TX3479610055320180503,Initial,803003620180412,803003620180514,-970,-9999,295,9999,34.808,-100.521,Wildfire,SIMMONS RANCH,-150,2018/05/03 00:00:00+00,2301,46D16702-1F5D-4AFA-A4EA-3B629C884C58,10013012,MTBS,,-24,9,
-101.217021107838,34.9057663329878,25515,TX3481010130620180508,Initial,803003620180412,803003620180514,-970,10,340,525,34.895,-101.207,Wildfire,MALLARD,-150,2018/05/08 00:00:00+00,75486,B4C9B5FE-7914-4188-9608-A5232E018445,10013016,MTBS,,-34,16,GeoMac perimeter
-99.9977507063826,34.9158483653896,25516,TX3482010022020180413,Initial,802903620180405,802903620180507,-970,-9999,9999,9999,34.913,-100.011,Wildfire,MILLIRON,-150,2018/04/13 00:00:00+00,20437,D4C155A0-EC48-4B98-A6CE-A7411438CF62,10013096,MTBS,,-19,9,modified geomac
-102.126117855355,34.8918592413543,25517,TX3489510211620180312,Initial,803103620170315,803003620180412,-970,0,325,9999,34.894,-102.122,Prescribed Fire,TXBFR-FY18-RX-WATERFOWL UNIT,-150,2018/03/12 00:00:00+00,2167,,10016000,MTBS,,17,12,
-101.120693297844,35.0768687817222,25518,TX3506710118520180402,Initial,803003620160422,803003620180412,-970,90,330,9999,35.07,-101.117,Wildfire,FM 294,-150,2018/04/02 00:00:00+00,15362,221889BE-7804-471A-BE65-BB79D8A0EEB6,10013021,MTBS,,27,12,
-100.751037199631,35.3201797029456,25519,TX3522110086920180417,Initial,803003520170527,703003520180506,-970,90,400,9999,35.297,-100.745,Wildfire,MCCLELLAN,-150,2018/04/17 00:00:00+00,23051,2A75D9AD-EC9D-4FF7-846A-C30B8376CA64,10015903,MTBS,,22,22,
-100.063283013548,35.219679641961,25520,TX3522410013020180413,Initial,802903620180405,802903620180507,-970,0,9999,9999,35.214,-100.068,Wildfire,CARBON,-150,2018/04/13 00:00:00+00,12148,8FE8828F-0010-49F7-AAC3-7E0335BE4680,10016001,MTBS,,-19,9,Modified geomac periemter. Fire burned with low severoty so it was tough to see exactly where fire burned and didn't burn. Fire was mapped seperate from cr 26 fire. Thresholded ins ame manner as cr 26
-100.083657458226,35.2545893908418,25521,TX3528510009820180414,Initial,802903620180405,802903620180507,-970,-9999,9999,9999,35.256,-100.084,Wildfire,CR 26,-150,2018/04/14 00:00:00+00,1386,67D0D9A2-9CBC-4734-865F-5D83818800B9,10013091,MTBS,,-19,9,"GeoMac perimeter. Fire to the south is carbon fire. Each fire had own periemter, so did 1 mapping for ach fire as opposed to one for both fires. Fire separated by 1 day."
-102.028937001637,35.4540409499447,25522,TX3542910206920180319,Initial,803003520170409,803003520180412,-970,0,9999,9999,35.448,-102.041,Wildfire,OLD MUDDY RD,-150,2018/03/19 00:00:00+00,11145,D5ED2DA9-0C69-4C5C-9570-C95C50766501,10015902,MTBS,,-42,15,
